Date,Open,High,Low,Close,Volume,Adj Close
2016-10-26,87.779999,88.370003,87.650002,87.760002,519300,87.760002
2016-10-25,88.150002,88.629997,88.019997,88.309998,683400,88.309998
2016-10-24,89.059998,89.199997,88.199997,88.330002,923200,88.330002
2016-10-21,89.220001,89.379997,88.360001,88.82,2982600,88.82
2016-10-20,86.389999,87.440002,86.199997,87.279999,1148000,87.279999
2016-10-19,87.190002,87.50,86.900002,86.959999,568300,86.959999
2016-10-18,88.169998,88.199997,87.480003,87.660004,1050600,87.660004
2016-10-17,86.440002,86.660004,86.190002,86.349998,587500,86.349998
2016-10-14,86.949997,87.279999,86.07,86.129997,1344400,86.129997
2016-10-13,86.489998,87.519997,86.160004,87.239998,644100,87.239998
2016-10-12,87.610001,87.720001,87.110001,87.220001,904400,87.220001
2016-10-11,89.639999,89.699997,88.540001,88.610001,893700,88.610001
2016-10-10,89.970001,90.230003,89.910004,90.089996,746600,90.089996
2016-10-07,90.480003,90.540001,89.059998,89.57,970300,89.57
2016-10-06,90.82,91.019997,90.639999,90.93,887500,90.93
2016-10-05,91.379997,91.449997,90.849998,90.959999,421200,90.959999
2016-10-04,90.459999,91.120003,90.339996,90.57,560200,90.57
2016-10-03,90.919998,91.309998,90.589996,90.889999,544000,90.889999
2016-09-30,90.010002,91.660004,89.839996,91.410004,1022400,91.410004
2016-09-29,90.959999,91.349998,89.199997,89.540001,950500,89.540001
2016-09-28,91.449997,92.18,90.900002,92.080002,920500,92.080002
2016-09-27,89.760002,91.160004,89.650002,91.059998,726800,91.059998
