Date,Open,High,Low,Close,Volume,Adj Close
2016-10-26,86.00,87.360001,86.00,86.970001,181800,86.970001
2016-10-25,88.199997,89.019997,85.870003,86.459999,225500,86.459999
2016-10-24,88.769997,90.25,87.550003,88.559998,293400,88.559998
2016-10-21,85.82,88.599998,85.25,88.50,544800,88.50
2016-10-20,88.110001,90.169998,85.709999,86.730003,1263800,86.730003
2016-10-19,93.879997,96.379997,92.480003,95.209999,537700,95.209999
2016-10-18,96.699997,96.699997,93.370003,93.370003,321800,93.370003
2016-10-17,95.980003,96.50,95.349998,95.720001,244500,95.720001
2016-10-14,96.629997,97.339996,95.379997,96.010002,222900,96.010002
2016-10-13,95.239998,96.949997,94.370003,95.93,320000,95.93
2016-10-12,94.839996,96.370003,94.169998,96.349998,223700,96.349998
2016-10-11,96.190002,96.900002,94.25,94.489998,189300,94.489998
2016-10-10,95.199997,96.470001,94.970001,96.059998,228300,96.059998
2016-10-07,95.25,96.040001,93.589996,94.720001,212300,94.720001
2016-10-06,95.150002,95.800003,93.940002,95.260002,257700,95.260002
2016-10-05,93.959999,97.830002,93.599998,95.480003,350100,95.480003
2016-10-04,93.970001,95.120003,92.75,93.650002,324200,93.650002
2016-10-03,94.82,95.599998,93.870003,94.169998,197100,94.169998
2016-09-30,93.599998,95.669998,92.239998,95.519997,294400,95.519997
2016-09-29,91.400002,94.309998,90.639999,93.599998,579500,93.599998
2016-09-28,91.07,91.489998,89.360001,90.940002,178300,90.940002
2016-09-27,89.919998,90.800003,89.080002,90.669998,200200,90.669998
