Date,Open,High,Low,Close,Volume,Adj Close
2016-10-26,37.919998,38.110001,37.810001,37.950001,8090900,37.950001
2016-10-25,38.209999,38.330002,38.139999,38.23,7842500,38.23
2016-10-24,38.310001,38.380001,38.139999,38.259998,8127200,38.259998
2016-10-21,37.869999,38.099998,37.82,38.07,6764100,38.07
2016-10-20,38.00,38.169998,37.900002,38.060001,12620300,38.060001
2016-10-19,38.049999,38.189999,37.91,38.110001,10188100,38.110001
2016-10-18,37.869999,37.950001,37.709999,37.91,11709200,37.91
2016-10-17,37.259998,37.380001,37.189999,37.25,13280100,37.25
2016-10-14,37.560001,37.639999,37.259998,37.32,13522800,37.32
2016-10-13,37.00,37.349998,36.75,37.220001,12723300,37.220001
2016-10-12,37.389999,37.59,37.259998,37.450001,12309300,37.450001
2016-10-11,37.68,37.720001,37.32,37.490002,19170700,37.490002
2016-10-10,38.09,38.330002,38.07,38.200001,8509400,38.200001
2016-10-07,38.080002,38.150002,37.630001,37.939999,17118600,37.939999
2016-10-06,37.860001,38.099998,37.77,38.07,13547500,38.07
2016-10-05,37.889999,38.119999,37.790001,38.07,11921900,38.07
2016-10-04,37.919998,38.02,37.41,37.50,17833400,37.50
2016-10-03,37.700001,37.93,37.560001,37.880001,23704700,37.880001
2016-09-30,37.549999,37.73,37.400002,37.630001,19286700,37.630001
2016-09-29,37.810001,37.889999,37.25,37.360001,12570900,37.360001
2016-09-28,37.709999,38.02,37.41,37.990002,10150800,37.990002
2016-09-27,37.43,37.639999,37.240002,37.619999,11045800,37.619999
