Date,Open,High,Low,Close,Volume,Adj Close
2016-10-26,31.83,32.119999,31.76,31.98,1404300,31.98
2016-10-25,31.92,31.959999,31.76,31.870001,1876100,31.870001
2016-10-24,32.049999,32.150002,31.85,31.959999,1939900,31.959999
2016-10-21,31.75,31.959999,31.68,31.879999,3141000,31.879999
2016-10-20,32.150002,32.310001,31.969999,32.009998,3100300,32.009998
2016-10-19,32.110001,32.25,31.98,32.240002,3160200,32.240002
2016-10-18,32.740002,32.77,31.98,32.080002,3743200,32.080002
2016-10-17,32.709999,32.75,32.369999,32.459999,2707000,32.459999
2016-10-14,32.919998,33.029999,32.619999,32.73,3957900,32.73
2016-10-13,32.220001,32.599998,32.18,32.48,4808200,32.48
2016-10-12,31.120001,31.700001,31.10,31.67,2422700,31.67
2016-10-11,31.32,31.48,31.02,31.120001,2690500,31.120001
2016-10-10,31.629999,31.629999,31.389999,31.41,1734500,31.41
2016-10-07,31.030001,31.65,31.01,31.440001,3702100,31.440001
2016-10-06,31.25,31.26,30.629999,31.030001,3911900,31.030001
2016-10-05,31.030001,31.32,31.030001,31.23,2975400,31.23
2016-10-04,31.139999,31.139999,30.74,30.879999,2753200,30.879999
2016-10-03,31.35,31.42,30.959999,31.139999,2622400,31.139999
2016-09-30,31.41,31.629999,31.32,31.50,2790600,31.50
2016-09-29,31.48,31.559999,31.129999,31.25,2460400,31.25
2016-09-28,31.459999,31.549999,31.280001,31.530001,1763400,31.530001
2016-09-27,31.23,31.530001,31.129999,31.43,3574600,31.43
