Date,Open,High,Low,Close,Volume,Adj Close
2016-10-26,37.759998,38.580002,37.709999,38.200001,1719300,38.200001
2016-10-25,37.900002,38.060001,37.419998,37.900002,1025900,37.900002
2016-10-24,38.00,38.259998,37.860001,38.00,542700,38.00
2016-10-21,37.880001,37.98,37.650002,37.830002,635800,37.830002
2016-10-20,37.970001,38.16,37.759998,37.900002,846000,37.900002
2016-10-19,37.900002,38.16,37.75,38.080002,957600,38.080002
2016-10-18,37.490002,38.169998,37.43,38.029999,926100,38.029999
2016-10-17,37.91,38.040001,37.59,37.59,601500,37.59
2016-10-14,37.860001,38.110001,37.75,37.970001,1297900,37.970001
2016-10-13,37.720001,38.16,37.439999,38.00,1123400,38.00
2016-10-12,37.740002,38.139999,37.529999,38.110001,1306900,38.110001
2016-10-11,37.639999,37.880001,37.450001,37.869999,2622000,37.869999
2016-10-10,38.290001,38.48,37.830002,37.869999,3238600,37.869999
2016-10-07,38.93,39.049999,38.549999,38.849998,2277000,38.849998
2016-10-06,38.869999,39.27,38.799999,39.25,670400,39.25
2016-10-05,38.75,39.099998,38.630001,39.009998,1797500,39.009998
2016-10-04,38.900002,38.970001,38.48,38.619999,2034300,38.619999
2016-10-03,39.950001,40.009998,38.93,39.00,2032600,39.00
2016-09-30,39.310001,40.169998,39.02,39.900002,2329600,39.900002
2016-09-29,39.419998,39.52,39.029999,39.029999,1538900,39.029999
2016-09-28,39.560001,39.650002,39.080002,39.349998,2514300,39.159999
2016-09-27,39.110001,39.59,38.950001,39.400002,1657900,39.20976
