Date,Open,High,Low,Close,Volume,Adj Close
2016-10-26,21.469999,21.51,20.620001,20.780001,3221900,20.780001
2016-10-25,20.809999,21.870001,20.790001,21.48,4001000,21.48
2016-10-24,21.17,21.25,20.73,20.809999,3025500,20.809999
2016-10-21,20.32,21.08,20.10,20.809999,3769800,20.809999
2016-10-20,19.809999,20.58,19.75,20.530001,3608700,20.530001
2016-10-19,19.92,20.040001,19.610001,19.889999,2534400,19.889999
2016-10-18,19.52,20.02,19.52,19.85,2459800,19.85
2016-10-17,19.790001,20.040001,19.15,19.27,3498100,19.27
2016-10-14,19.809999,20.700001,19.809999,19.860001,5271500,19.860001
2016-10-13,19.33,20.15,19.129999,19.809999,5514200,19.809999
2016-10-12,20.40,20.77,19.50,19.629999,6090500,19.629999
2016-10-11,20.92,21.290001,20.27,20.459999,4580500,20.459999
2016-10-10,20.629999,21.66,20.52,21.18,5570400,21.18
2016-10-07,20.66,20.969999,20.059999,20.370001,5562200,20.370001
2016-10-06,21.190001,21.27,20.43,20.629999,4037800,20.629999
2016-10-05,20.459999,21.66,20.459999,21.42,4979000,21.42
2016-10-04,20.620001,20.90,20.25,20.389999,3243100,20.389999
2016-10-03,20.049999,20.639999,19.92,20.57,5072300,20.57
2016-09-30,20.969999,21.030001,20.049999,20.15,11678200,20.15
2016-09-29,22.67,22.85,20.65,20.93,8287800,20.93
2016-09-28,22.299999,22.700001,21.809999,22.360001,4526300,22.360001
2016-09-27,22.01,22.870001,21.75,22.530001,5462500,22.530001
