Date,Open,High,Low,Close,Volume,Adj Close
2016-10-26,44.549999,44.830002,44.549999,44.75,3070500,44.75
2016-10-25,44.830002,44.919998,44.66,44.700001,4347300,44.700001
2016-10-24,44.650002,44.75,44.619999,44.740002,2974000,44.740002
2016-10-21,44.139999,44.57,44.119999,44.529999,3481500,44.529999
2016-10-20,44.189999,44.529999,44.189999,44.439999,5868700,44.439999
2016-10-19,43.939999,44.00,43.830002,43.93,1570700,43.93
2016-10-18,44.080002,44.139999,43.970001,43.970001,2828300,43.970001
2016-10-17,43.869999,43.939999,43.700001,43.75,2265300,43.75
2016-10-14,43.91,43.98,43.709999,43.77,2711300,43.77
2016-10-13,43.369999,43.580002,43.220001,43.540001,3832500,43.540001
2016-10-12,43.740002,44.009998,43.68,43.91,2078600,43.91
2016-10-11,43.959999,44.009998,43.50,43.700001,5653100,43.700001
2016-10-10,44.02,44.290001,44.02,44.189999,3531900,44.189999
2016-10-07,43.740002,43.799999,43.580002,43.68,2694200,43.68
2016-10-06,43.939999,44.02,43.880001,44.009998,3384700,44.009998
2016-10-05,43.720001,44.110001,43.720001,44.029999,6316000,44.029999
2016-10-04,43.41,43.580002,43.200001,43.259998,3335300,43.259998
2016-10-03,42.66,42.830002,42.619999,42.790001,2392700,42.790001
2016-09-30,42.639999,43.040001,42.639999,42.91,3227500,42.91
2016-09-29,43.16,43.27,42.599998,42.77,2353400,42.77
2016-09-28,42.740002,42.889999,42.59,42.889999,1459000,42.889999
2016-09-27,42.50,42.740002,42.439999,42.689999,3034600,42.689999
