Date,Open,High,Low,Close,Volume,Adj Close
2016-10-26,51.459999,52.16,51.400002,52.009998,1584000,52.009998
2016-10-25,51.73,52.18,51.470001,51.799999,1784000,51.799999
2016-10-24,51.900002,52.150002,51.580002,51.709999,1761900,51.709999
2016-10-21,51.07,51.650002,50.700001,51.459999,2747300,51.459999
2016-10-20,51.599998,51.880001,51.139999,51.639999,3339600,51.639999
2016-10-19,50.43,52.040001,50.18,51.77,4242700,51.77
2016-10-18,49.439999,50.540001,48.68,50.049999,4894800,50.049999
2016-10-17,48.400002,48.630001,47.880001,48.060001,2067900,48.060001
2016-10-14,48.77,48.990002,48.080002,48.400002,1633400,48.400002
2016-10-13,48.00,48.060001,47.119999,47.91,1511100,47.91
2016-10-12,48.610001,49.049999,48.490002,48.610001,1182100,48.610001
2016-10-11,49.209999,49.450001,48.23,48.639999,2322600,48.639999
2016-10-10,49.459999,49.75,49.259998,49.470001,1257700,49.470001
2016-10-07,49.119999,49.48,48.18,48.98,1826600,48.98
2016-10-06,49.360001,49.610001,48.709999,49.200001,1663500,49.200001
2016-10-05,48.330002,49.619999,48.23,49.209999,2583900,49.209999
2016-10-04,47.029999,48.310001,46.849998,47.869999,1941700,47.869999
2016-10-03,46.82,47.639999,46.75,47.369999,1507800,47.369999
2016-09-30,46.950001,47.630001,46.59,47.32,1991000,47.32
2016-09-29,47.529999,47.810001,46.310001,46.630001,1911400,46.630001
2016-09-28,46.66,47.700001,46.43,47.68,2364500,47.68
2016-09-27,45.470001,46.400002,45.139999,46.34,927600,46.34
