Date,Open,High,Low,Close,Volume,Adj Close
2016-10-26,45.290001,45.66,45.16,45.220001,676700,45.220001
2016-10-25,45.810001,45.810001,45.34,45.349998,666300,45.349998
2016-10-24,45.630001,45.700001,45.43,45.669998,640700,45.669998
2016-10-21,45.450001,45.689999,45.369999,45.66,632500,45.66
2016-10-20,45.970001,46.130001,45.66,45.82,699500,45.82
2016-10-19,46.220001,46.400002,46.029999,46.169998,637600,46.169998
2016-10-18,46.09,46.330002,45.830002,46.169998,606900,46.169998
2016-10-17,45.810001,46.029999,45.700001,45.830002,664100,45.830002
2016-10-14,45.990002,46.150002,45.860001,45.880001,591800,45.880001
2016-10-13,45.27,45.869999,45.049999,45.73,640600,45.73
2016-10-12,45.040001,45.68,44.950001,45.509998,758600,45.509998
2016-10-11,45.09,45.349998,44.939999,45.130001,606000,45.130001
2016-10-10,44.959999,45.299999,44.900002,45.200001,392300,45.200001
2016-10-07,45.25,45.41,44.50,44.77,1095300,44.77
2016-10-06,45.279999,45.470001,45.150002,45.380001,492400,45.380001
2016-10-05,45.689999,45.84,45.349998,45.450001,642500,45.450001
2016-10-04,46.009998,46.25,45.360001,45.619999,753500,45.619999
2016-10-03,46.139999,46.209999,45.75,46.150002,637300,46.150002
2016-09-30,46.560001,46.700001,46.169998,46.18,568900,46.18
2016-09-29,46.34,46.610001,46.209999,46.34,595900,46.34
2016-09-28,45.950001,46.279999,45.73,46.189999,710000,46.189999
2016-09-27,45.709999,46.099998,45.619999,45.869999,499100,45.869999
