Date,Open,High,Low,Close,Volume,Adj Close
2016-10-26,67.879997,68.959999,67.790001,68.589996,2837500,68.589996
2016-10-25,68.00,68.330002,67.800003,67.949997,2553100,67.949997
2016-10-24,68.330002,68.699997,68.00,68.260002,2545800,68.260002
2016-10-21,67.43,68.449997,67.25,68.230003,3121800,68.230003
2016-10-20,67.620003,67.889999,67.449997,67.709999,3961200,67.709999
2016-10-19,67.629997,67.699997,67.120003,67.529999,2619600,67.529999
2016-10-18,67.550003,67.720001,67.010002,67.360001,3011600,67.360001
2016-10-17,67.980003,68.00,67.089996,67.239998,4059500,67.239998
2016-10-14,67.900002,68.550003,67.709999,68.110001,3818700,68.110001
2016-10-13,67.669998,68.18,67.309998,67.889999,3292100,67.889999
2016-10-12,68.459999,68.559998,67.809998,67.860001,4279600,67.860001
2016-10-11,68.790001,69.019997,68.279999,68.389999,3029900,68.389999
2016-10-10,69.410004,69.410004,68.690002,68.860001,2724100,68.860001
2016-10-07,68.610001,69.209999,68.480003,69.040001,3863100,69.040001
2016-10-06,67.540001,68.580002,67.209999,68.410004,5032300,68.410004
2016-10-05,68.620003,68.720001,67.629997,67.739998,4762300,67.739998
2016-10-04,68.779999,69.559998,68.50,68.650002,4376500,68.650002
2016-10-03,68.50,69.029999,68.379997,68.68,3295900,68.68
2016-09-30,67.769997,68.900002,67.769997,68.68,4900500,68.68
2016-09-29,67.849998,68.269997,67.669998,67.720001,2887300,67.720001
2016-09-28,68.220001,68.360001,67.730003,67.82,3376000,67.82
2016-09-27,68.050003,68.50,67.730003,68.290001,5778400,68.290001
