Date,Open,High,Low,Close,Volume,Adj Close
2016-10-26,64.360001,68.470001,64.099998,67.699997,13691200,67.699997
2016-10-25,59.00,59.200001,58.439999,59.07,3009000,59.07
2016-10-24,57.970001,59.18,57.84,58.84,2822100,58.84
2016-10-21,56.73,57.810001,56.25,57.669998,1799600,57.669998
2016-10-20,56.57,56.880001,56.330002,56.73,1072500,56.73
2016-10-19,56.18,56.98,56.00,56.619999,1698000,56.619999
2016-10-18,55.689999,56.299999,55.580002,55.919998,1935100,55.919998
2016-10-17,54.52,54.990002,54.110001,54.939999,1264900,54.939999
2016-10-14,54.799999,55.240002,54.07,54.66,1521000,54.66
2016-10-13,53.869999,54.580002,53.189999,54.450001,1400000,54.450001
2016-10-12,54.029999,54.360001,53.57,54.279999,993800,54.279999
2016-10-11,55.299999,55.299999,53.610001,54.130001,1786500,54.130001
2016-10-10,55.220001,55.740002,55.07,55.310001,1256900,55.310001
2016-10-07,55.330002,55.330002,54.580002,54.950001,1162200,54.950001
2016-10-06,55.799999,55.91,54.599998,54.860001,1967600,54.860001
2016-10-05,54.900002,56.049999,54.73,55.98,2973100,55.98
2016-10-04,53.75,54.779999,53.200001,54.639999,2632400,54.639999
2016-10-03,52.959999,53.75,52.630001,53.709999,1848300,53.709999
2016-09-30,52.630001,53.189999,52.130001,52.990002,1353600,52.990002
2016-09-29,52.27,53.639999,52.27,52.41,2268600,52.41
2016-09-28,52.57,52.700001,51.360001,52.279999,1965800,52.279999
2016-09-27,51.849998,52.830002,51.799999,52.650002,1562400,52.650002
