Date,Open,High,Low,Close,Volume,Adj Close
2016-10-26,92.650002,93.68,91.239998,91.269997,332800,91.269997
2016-10-25,95.809998,95.809998,92.239998,93.279999,434200,93.279999
2016-10-24,92.599998,95.919998,91.959999,95.690002,356200,95.690002
2016-10-21,89.559998,93.900002,89.559998,92.190002,659400,92.190002
2016-10-20,91.129997,91.269997,89.260002,89.900002,275100,89.900002
2016-10-19,91.400002,91.709999,89.669998,91.040001,389100,91.040001
2016-10-18,92.419998,92.860001,91.120003,91.43,197400,91.43
2016-10-17,94.379997,94.400002,91.720001,91.800003,282400,91.800003
2016-10-14,93.540001,95.349998,93.160004,93.870003,221500,93.870003
2016-10-13,94.230003,94.230003,91.889999,93.230003,257400,93.230003
2016-10-12,93.839996,95.07,92.919998,94.690002,164700,94.690002
2016-10-11,95.629997,96.029999,93.099998,93.900002,273800,93.900002
2016-10-10,95.059998,96.419998,94.440002,95.620003,185800,95.620003
2016-10-07,95.379997,95.699997,93.300003,94.349998,183200,94.349998
2016-10-06,95.510002,95.980003,94.290001,95.519997,150700,95.519997
2016-10-05,96.00,96.120003,95.120003,95.529999,217100,95.529999
2016-10-04,95.18,96.139999,94.790001,95.57,305800,95.57
2016-10-03,94.50,95.239998,93.010002,95.18,212600,95.18
2016-09-30,93.510002,95.389999,92.900002,94.510002,342800,94.510002
2016-09-29,95.089996,95.300003,92.889999,93.550003,287000,93.550003
2016-09-28,94.790001,96.110001,94.230003,94.889999,308800,94.889999
2016-09-27,94.480003,96.050003,94.199997,94.919998,266600,94.919998
