Date,Open,High,Low,Close,Volume,Adj Close
2016-10-26,44.68,45.18,44.330002,44.98,490800,44.98
2016-10-25,44.75,44.869999,44.349998,44.77,392300,44.77
2016-10-24,44.889999,45.48,44.599998,44.93,517600,44.93
2016-10-21,44.130001,44.32,43.939999,44.299999,459100,44.299999
2016-10-20,44.200001,44.25,43.849998,44.099998,814800,44.099998
2016-10-19,44.169998,44.34,43.950001,44.16,377000,44.16
2016-10-18,44.610001,44.650002,44.279999,44.279999,503100,44.279999
2016-10-17,44.470001,44.700001,44.169998,44.189999,355300,44.189999
2016-10-14,44.84,44.959999,44.290001,44.32,524700,44.32
2016-10-13,44.369999,44.700001,43.779999,44.669998,474900,44.669998
2016-10-12,44.25,44.880001,43.98,44.650002,475800,44.650002
2016-10-11,45.099998,45.099998,44.119999,44.27,842000,44.27
2016-10-10,45.459999,45.630001,44.939999,44.990002,376600,44.990002
2016-10-07,45.700001,45.700001,44.810001,45.110001,777400,45.110001
2016-10-06,45.580002,45.77,45.220001,45.509998,357700,45.509998
2016-10-05,46.02,46.169998,45.669998,45.720001,605000,45.720001
2016-10-04,45.59,46.18,45.52,45.919998,755200,45.919998
2016-10-03,45.68,46.040001,45.48,45.619999,402900,45.619999
2016-09-30,45.57,45.919998,45.209999,45.73,772500,45.73
2016-09-29,45.540001,45.740002,45.040001,45.290001,312700,45.290001
2016-09-28,45.52,45.849998,45.150002,45.669998,466400,45.669998
2016-09-27,45.779999,46.18,45.389999,45.669998,603700,45.669998
